"temno","cflo","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba","cflo_gene","cflo_name","temno_gene","temno_name"
"TGZ31920.1","XP_025267018.1",0,2905,0,2892,"LOC105248553","LOW QUALITY PROTEIN: serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A","DBV15_01186","Uncharacterized protein DBV15_01186"
"TGZ31922.1","XP_025267011.1",0,816,0,787,"LOC112638838","acyl-CoA synthetase family member 2, mitochondrial-like isoform X1","DBV15_01185","Uncharacterized protein DBV15_01185"
"TGZ31922.1","XP_025267014.1",0,834,0,832,"LOC105248550","acyl-CoA synthetase family member 2, mitochondrial","DBV15_01185","Uncharacterized protein DBV15_01185"
"TGZ31922.1","XP_025267015.1",0,834,0,832,"LOC105248550","acyl-CoA synthetase family member 2, mitochondrial","DBV15_01185","Uncharacterized protein DBV15_01185"
"TGZ31922.1","XP_025267016.1",0,834,0,832,"LOC105248550","acyl-CoA synthetase family member 2, mitochondrial","DBV15_01185","Uncharacterized protein DBV15_01185"
"TGZ31922.1","XP_025267017.1",0,834,0,832,"LOC105248550","acyl-CoA synthetase family member 2, mitochondrial","DBV15_01185","Uncharacterized protein DBV15_01185"
"TGZ31922.1","XP_025268566.1",0,817,0,808,"LOC112639309","acyl-CoA synthetase family member 2, mitochondrial-like","DBV15_01185","Uncharacterized protein DBV15_01185"
"TGZ31922.1","XP_025269858.1",0,810,0,801,"LOC105255179","acyl-CoA synthetase family member 2, mitochondrial isoform X1","DBV15_01185","Uncharacterized protein DBV15_01185"
"TGZ31923.1","XP_011254510.1",0,557,0,557,"LOC105250228","uncharacterized protein LOC105250228","DBV15_01151","Uncharacterized protein DBV15_01151"
"TGZ31926.1","XP_025262169.1",3e-127,366,1e-127,366,"LOC105250227","translational activator of cytochrome c oxidase 1","DBV15_01153","Translational activator of cytochrome c oxidase 1"
"TGZ31928.1","XP_011264313.1",0,514,0,514,"LOC105256250","mitochondrial thiamine pyrophosphate carrier isoform X2","DBV15_01155","Mitochondrial thiamine pyrophosphate carrier"
"TGZ31928.1","XP_025262933.1",0,511,0,511,"LOC105256250","mitochondrial thiamine pyrophosphate carrier isoform X1","DBV15_01155","Mitochondrial thiamine pyrophosphate carrier"
"TGZ31930.1","XP_011264311.1",8e-168,485,2e-168,485,"LOC105256249","glyoxylate reductase/hydroxypyruvate reductase isoform X1","DBV15_01156","Uncharacterized protein DBV15_01156"
"TGZ31930.1","XP_011264312.1",3e-164,474,7e-165,474,"LOC105256249","glyoxylate reductase/hydroxypyruvate reductase isoform X2","DBV15_01156","Uncharacterized protein DBV15_01156"
"TGZ31931.1","XP_011251705.2",5e-108,319,3e-108,319,"LOC105248554","pancreatic lipase-related protein 2","DBV15_01188","Pancreatic lipase-related protein 2"
"TGZ31931.1","XP_025267019.1",7e-108,319,4e-108,319,"LOC112638840","pancreatic lipase-related protein 2-like","DBV15_01188","Pancreatic lipase-related protein 2"
"TGZ31933.1","XP_011265278.1",2e-71,218,5e-56,178,"LOC105256765","larval cuticle protein A2B","DBV15_01166","Larval cuticle protein A2B, partial"
"TGZ31943.1","XP_011258753.1",0,860,0,859,"LOC105252846","pre-mRNA-splicing regulator WTAP isoform X1","DBV15_05712","Pre-mRNA-splicing regulator female-lethal(2)D"
"TGZ31943.1","XP_011258763.1",0,860,0,859,"LOC105252846","pre-mRNA-splicing regulator WTAP isoform X1","DBV15_05712","Pre-mRNA-splicing regulator female-lethal(2)D"
"TGZ31945.1","XP_011258796.2",7e-145,409,3e-145,409,"LOC105252864","superoxide dismutase [Mn], mitochondrial","DBV15_05713","Uncharacterized protein DBV15_05713"
"TGZ31946.1","XP_025267657.1",0,959,0,935,"LOC105251538","WD repeat-containing protein 46","DBV15_05711","WD repeat-containing protein 46"
"TGZ31948.1","XP_011258989.1",0,1434,0,1430,"LOC105252975","exportin-4","DBV15_05716","Exportin-4, partial"
"TGZ31949.1","XP_011258804.1",0,3461,0,3461,"LOC105252876","kinesin-like protein unc-104 isoform X1","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258812.1",0,3461,0,3461,"LOC105252876","kinesin-like protein unc-104 isoform X1","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258821.1",0,3461,0,3461,"LOC105252876","kinesin-like protein unc-104 isoform X1","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258829.1",0,3461,0,3461,"LOC105252876","kinesin-like protein unc-104 isoform X1","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258839.1",0,3454,0,3454,"LOC105252876","kinesin-like protein unc-104 isoform X2","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258850.1",0,3466,0,3466,"LOC105252876","kinesin-like protein unc-104 isoform X3","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258858.1",0,3466,0,3466,"LOC105252876","kinesin-like protein unc-104 isoform X4","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258867.1",0,3462,0,3462,"LOC105252876","kinesin-like protein unc-104 isoform X5","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258876.1",0,3449,0,3449,"LOC105252876","kinesin-like protein unc-104 isoform X6","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258890.1",0,3466,0,3466,"LOC105252876","kinesin-like protein unc-104 isoform X7","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258900.1",0,3468,0,3468,"LOC105252876","kinesin-like protein unc-104 isoform X10","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258908.1",0,3465,0,3465,"LOC105252876","kinesin-like protein unc-104 isoform X11","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258917.1",0,3469,0,3469,"LOC105252876","kinesin-like protein unc-104 isoform X12","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258926.1",0,3476,0,3476,"LOC105252876","kinesin-like protein unc-104 isoform X13","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_011258936.1",0,3345,0,3345,"LOC105252876","kinesin-like protein unc-104 isoform X14","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_019883623.1",0,3332,0,3332,"LOC105252876","kinesin-like protein unc-104 isoform X15","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_025264392.1",0,3466,0,3466,"LOC105252876","kinesin-like protein unc-104 isoform X8","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_025264393.1",0,3471,0,3471,"LOC105252876","kinesin-like protein unc-104 isoform X9","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_025264394.1",0,3360,0,3360,"LOC105252876","kinesin-like protein unc-104 isoform X16","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_025264395.1",0,3350,0,3350,"LOC105252876","kinesin-like protein unc-104 isoform X17","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31949.1","XP_025264396.1",0,3338,0,3338,"LOC105252876","kinesin-like protein unc-104 isoform X18","DBV15_05715","Uncharacterized protein DBV15_05715"
"TGZ31951.1","XP_025265157.1",7e-172,494,4e-171,492,"LOC105259503","transcription factor AP-2-epsilon isoform X1","DBV15_05696","Transcription factor AP-2-epsilon"
"TGZ31951.1","XP_025265158.1",5e-172,492,5e-172,491,"LOC105259503","transcription factor AP-2-epsilon isoform X2","DBV15_05696","Transcription factor AP-2-epsilon"
"TGZ31951.1","XP_025265159.1",5e-172,492,5e-172,491,"LOC105259503","transcription factor AP-2-epsilon isoform X2","DBV15_05696","Transcription factor AP-2-epsilon"
"TGZ31951.1","XP_025265160.1",2e-172,493,3e-172,492,"LOC105259503","transcription factor AP-2-epsilon isoform X3","DBV15_05696","Transcription factor AP-2-epsilon"
"TGZ31951.1","XP_025265161.1",2e-172,492,2e-172,492,"LOC105259503","transcription factor AP-2-epsilon isoform X4","DBV15_05696","Transcription factor AP-2-epsilon"
"TGZ31953.1","XP_011269784.1",0,678,0,678,"LOC105259501","2-oxoisovalerate dehydrogenase subunit beta, mitochondrial","DBV15_05694","2-oxoisovalerate dehydrogenase subunit beta, mitochondrial"
"TGZ31954.1","XP_011269785.1",0,666,0,645,"LOC105259502","KH domain-containing, RNA-binding, signal transduction-associated protein 3","DBV15_05695","KH domain-containing, RNA-binding, signal transduction-associated protein 3"
"TGZ31954.1","XP_011269786.1",0,666,0,645,"LOC105259502","KH domain-containing, RNA-binding, signal transduction-associated protein 3","DBV15_05695","KH domain-containing, RNA-binding, signal transduction-associated protein 3"
"TGZ31956.1","XP_011265711.1",0,833,0,850,"LOC105257057","terminal nucleotidyltransferase 5C isoform X2","DBV15_05693","Protein FAM46A"
"TGZ31956.1","XP_025265115.1",0,836,0,852,"LOC105257057","terminal nucleotidyltransferase 5C isoform X1","DBV15_05693","Protein FAM46A"
"TGZ31956.1","XP_025265116.1",0,833,0,850,"LOC105257057","terminal nucleotidyltransferase 5C isoform X2","DBV15_05693","Protein FAM46A"
"TGZ31957.1","XP_011265709.1",0,524,0,524,"LOC105257056","uncharacterized protein LOC105257056","DBV15_05690","Carnitinyl-CoA dehydratase"
"TGZ31973.1","XP_011265714.1",1e-77,232,4e-78,232,"LOC105257060","putative OPA3-like protein CG13603","DBV15_05685","Optic atrophy-like protein 3"
"TGZ31975.1","XP_011265698.1",0,684,0,683,"LOC105257049","two pore potassium channel protein sup-9","DBV15_05687","Two pore potassium channel protein sup-9"
"TGZ31975.1","XP_011265699.1",0,684,0,683,"LOC105257049","two pore potassium channel protein sup-9","DBV15_05687","Two pore potassium channel protein sup-9"
"TGZ31977.1","XP_011265694.1",0,870,0,889,"LOC105257046","synaptic vesicle 2-related protein isoform X1","DBV15_05681","Synaptic vesicle 2-related protein"
"TGZ31977.1","XP_011265695.1",0,879,0,898,"LOC105257046","synaptic vesicle 2-related protein isoform X2","DBV15_05681","Synaptic vesicle 2-related protein"
"TGZ31979.1","XP_025265168.1",2e-163,486,9e-164,486,"LOC109610407","protein PFF0380w-like isoform X1","DBV15_05683","Zinc finger protein, partial"
"TGZ31979.1","XP_025265169.1",3e-162,483,1e-162,483,"LOC109610407","protein PFF0380w-like isoform X2","DBV15_05683","Zinc finger protein, partial"
"TGZ31980.1","XP_011265696.1",4e-140,397,3e-140,396,"LOC105257047","viral IAP-associated factor homolog isoform X1","DBV15_05682","Synaptic vesicle 2-related protein"
"TGZ31980.1","XP_011265697.1",4e-140,397,3e-140,396,"LOC105257047","viral IAP-associated factor homolog isoform X2","DBV15_05682","Synaptic vesicle 2-related protein"
"TGZ31981.1","XP_011265707.1",0,796,0,796,"LOC105257055","F-box only protein 39-like","DBV15_05689","F-box only protein 39"
"TGZ31983.1","XP_011261444.1",0,2456,0,2440,"LOC105254460","protein mesh isoform X1","DBV15_10110","Uncharacterized protein DBV15_10110"
"TGZ31986.1","XP_025269730.1",0,2138,0,2138,"LOC112639557","fat-like cadherin-related tumor suppressor homolog","DBV15_10101","Fat-like cadherin-related tumor suppressor-like protein"
"TGZ31990.1","XP_011261438.1",0,1206,0,1195,"LOC105254457","uncharacterized protein LOC105254457","DBV15_10112","Leucine-rich repeat-containing protein 24-like protein"
"TGZ31990.1","XP_011261439.1",0,1206,0,1195,"LOC105254457","uncharacterized protein LOC105254457","DBV15_10112","Leucine-rich repeat-containing protein 24-like protein"
"TGZ31990.1","XP_011261440.1",0,1206,0,1195,"LOC105254457","uncharacterized protein LOC105254457","DBV15_10112","Leucine-rich repeat-containing protein 24-like protein"
"TGZ31990.1","XP_025268953.1",0,1206,0,1195,"LOC105254457","uncharacterized protein LOC105254457","DBV15_10112","Leucine-rich repeat-containing protein 24-like protein"
"TGZ31990.1","XP_025268954.1",0,1206,0,1195,"LOC105254457","uncharacterized protein LOC105254457","DBV15_10112","Leucine-rich repeat-containing protein 24-like protein"
"TGZ31992.1","XP_011261441.1",0,1240,0,1220,"LOC105254458","LARGE xylosyl- and glucuronyltransferase 1 isoform X1","DBV15_10111","Glycosyltransferase-like protein"
"TGZ31992.1","XP_011261442.1",0,1240,0,1220,"LOC105254458","LARGE xylosyl- and glucuronyltransferase 1 isoform X1","DBV15_10111","Glycosyltransferase-like protein"
"TGZ32001.1","XP_011254703.1",0,1159,0,1159,"LOC105250361","vitamin K-dependent gamma-carboxylase","DBV15_03779","Vitamin K-dependent gamma-carboxylase, partial"
"TGZ32002.1","XP_011262314.1",0,1845,0,1853,"LOC105254990","importin-9","DBV15_03841","Importin-9"
"TGZ32003.1","XP_025263458.1",0,1175,0,1260,"LOC105254991","PDZ domain-containing protein 4 isoform X1","DBV15_03840","PDZ domain-containing protein, partial"
"TGZ32003.1","XP_025263459.1",0,1183,0,1268,"LOC105254991","PDZ domain-containing protein 4 isoform X2","DBV15_03840","PDZ domain-containing protein, partial"
"TGZ32004.1","XP_011267935.1",0,1771,0,1771,"LOC105258407","uncharacterized protein LOC105258407","DBV15_03805","Tankyrase-1"
"TGZ32005.1","XP_025267519.1",0,567,0,603,"LOC105258405","ubiquitin-like protein 7","DBV15_03804","Ubiquitin-like protein 7"
"TGZ32006.1","XP_011267938.1",0,967,0,967,"LOC105258409","fizzy-related protein homolog","DBV15_03807","Fizzy-related protein-like protein"
"TGZ32007.1","XP_025267560.1",4e-93,273,3e-93,273,"LOC105258408","protein FAM177A1","DBV15_03806","Uncharacterized protein DBV15_03806"
"TGZ32008.1","XP_011267925.1",0,960,0,960,"LOC105258399","fukutin-related protein","DBV15_03801","Fukutin-related protein"
"TGZ32009.1","XP_025267542.1",0,1206,0,1218,"LOC105258400","dynein intermediate chain 2, ciliary","DBV15_03800","Uncharacterized protein DBV15_03800"
"TGZ32010.1","XP_011267934.2",0,1844,0,1854,"LOC105258406","bumetanide-sensitive sodium-(potassium)-chloride cotransporter","DBV15_03803","Uncharacterized protein DBV15_03803"
"TGZ32011.1","XP_011267932.1",0,534,0,534,"LOC105258403","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 isoform X2","DBV15_03802","Uncharacterized protein DBV15_03802"
"TGZ32011.1","XP_025267595.1",0,523,0,523,"LOC105258403","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 isoform X1","DBV15_03802","Uncharacterized protein DBV15_03802"
"TGZ32012.1","XP_011267942.1",1e-43,140,1e-43,139,"LOC105258413","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3","DBV15_03809","NADH dehydrogenase"
"TGZ32014.1","XP_011262714.1",0,852,0,852,"LOC105255246","differentially expressed in FDCP 8 homolog isoform X1","DBV15_03829","Uncharacterized protein DBV15_03829"
"TGZ32014.1","XP_011262715.1",0,852,0,852,"LOC105255246","differentially expressed in FDCP 8 homolog isoform X1","DBV15_03829","Uncharacterized protein DBV15_03829"
"TGZ32014.1","XP_019884347.1",0,863,0,863,"LOC105255246","differentially expressed in FDCP 8 homolog isoform X2","DBV15_03829","Uncharacterized protein DBV15_03829"
"TGZ32015.1","XP_011262717.1",0,511,0,512,"LOC105255247","protein FAM122A","DBV15_03828","Uncharacterized protein DBV15_03828"
"TGZ32017.1","XP_011262718.1",0,929,0,904,"LOC105255248","uncharacterized protein LOC105255248","DBV15_03826","Uncharacterized protein DBV15_03826"
"TGZ32019.1","XP_011262722.2",2e-116,347,2e-124,366,"LOC105255249","lysosome-associated membrane glycoprotein 1","DBV15_03824","Lysosome-associated membrane glycoprotein 1"
"TGZ32020.1","XP_011267967.1",0,1363,0,1363,"LOC105258427","AP-1 complex subunit gamma-1 isoform X5","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_011267971.1",0,1363,0,1362,"LOC105258427","AP-1 complex subunit gamma-1 isoform X10","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_019885311.1",0,1363,0,1363,"LOC105258427","AP-1 complex subunit gamma-1 isoform X5","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_025267573.1",0,1359,0,1358,"LOC105258427","AP-1 complex subunit gamma-1 isoform X1","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_025267574.1",0,1360,0,1359,"LOC105258427","AP-1 complex subunit gamma-1 isoform X2","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_025267575.1",0,1367,0,1366,"LOC105258427","AP-1 complex subunit gamma-1 isoform X3","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_025267576.1",0,1367,0,1367,"LOC105258427","AP-1 complex subunit gamma-1 isoform X4","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_025267577.1",0,1363,0,1363,"LOC105258427","AP-1 complex subunit gamma-1 isoform X5","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_025267578.1",0,1363,0,1362,"LOC105258427","AP-1 complex subunit gamma-1 isoform X6","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_025267579.1",0,1370,0,1369,"LOC105258427","AP-1 complex subunit gamma-1 isoform X7","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_025267580.1",0,1364,0,1363,"LOC105258427","AP-1 complex subunit gamma-1 isoform X8","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_025267581.1",0,1363,0,1363,"LOC105258427","AP-1 complex subunit gamma-1 isoform X9","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_025267582.1",0,1362,0,1362,"LOC105258427","AP-1 complex subunit gamma-1 isoform X11","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32020.1","XP_025267583.1",0,1362,0,1362,"LOC105258427","AP-1 complex subunit gamma-1 isoform X11","DBV15_03823","AP-1 complex subunit gamma-1"
"TGZ32021.1","XP_011267965.1",6e-143,406,1e-148,420,"LOC105258425","tetraspanin-18","DBV15_03821","Tetraspanin-7"
"TGZ32022.1","XP_011267964.1",1e-91,273,4e-99,291,"LOC105258424","23 kDa integral membrane protein","DBV15_03820","Tetraspanin"
"TGZ32025.1","XP_011254693.1",2e-162,454,4e-164,457,"LOC105250353","basic helix-loop-helix neural transcription factor TAP","DBV15_03782","Uncharacterized protein DBV15_03782"
"TGZ32030.1","XP_011254683.1",0,3513,0,3509,"LOC105250346","cadherin EGF LAG seven-pass G-type receptor 2","DBV15_03784","Cadherin-23"
"TGZ32031.1","XP_025261973.1",0,907,0,911,"LOC105250338","uncharacterized protein LOC105250338","DBV15_03785","Uncharacterized protein DBV15_03785"
"TGZ32033.1","XP_011267966.1",0,706,0,706,"LOC105258426","COP9 signalosome complex subunit 5","DBV15_03822","COP9 signalosome complex subunit 5"
"TGZ32035.1","XP_011267956.1",0,1753,0,1755,"LOC105258422","uncharacterized protein LOC105258422 isoform X1","DBV15_03817","Uncharacterized protein DBV15_03817"
"TGZ32035.1","XP_011267957.1",0,1758,0,1759,"LOC105258422","uncharacterized protein LOC105258422 isoform X2","DBV15_03817","Uncharacterized protein DBV15_03817"
"TGZ32035.1","XP_011267958.1",0,1761,0,1761,"LOC105258422","uncharacterized protein LOC105258422 isoform X3","DBV15_03817","Uncharacterized protein DBV15_03817"
"TGZ32035.1","XP_011267959.1",0,1753,0,1753,"LOC105258422","uncharacterized protein LOC105258422 isoform X4","DBV15_03817","Uncharacterized protein DBV15_03817"
